<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
NLMK;1;27/04/21;204500;271.7000000
NLMK;1;27/04/21;204600;271.8200000
NLMK;1;27/04/21;204700;271.6400000
NLMK;1;27/04/21;204800;271.8000000
NLMK;1;27/04/21;204900;271.8000000
NLMK;1;27/04/21;205000;271.8000000
NLMK;1;27/04/21;205100;271.7800000
NLMK;1;27/04/21;205200;271.6000000
NLMK;1;27/04/21;205300;271.7000000
NLMK;1;27/04/21;205400;271.7600000
NLMK;1;27/04/21;205500;271.8200000
NLMK;1;27/04/21;205600;271.7400000
NLMK;1;27/04/21;205700;271.5400000
NLMK;1;27/04/21;205800;271.5400000
NLMK;1;27/04/21;205900;271.4800000
NLMK;1;27/04/21;210000;271.5400000
NLMK;1;27/04/21;210100;271.4800000
NLMK;1;27/04/21;210200;271.3200000
NLMK;1;27/04/21;210300;271.3000000
NLMK;1;27/04/21;210400;271.6000000
NLMK;1;27/04/21;210500;271.6000000
NLMK;1;27/04/21;210600;271.6000000
NLMK;1;27/04/21;210700;271.4400000
NLMK;1;27/04/21;210800;271.3800000
NLMK;1;27/04/21;210900;271.3400000
